date,總統辯論,聯考,女性執政,交換禮物,民調,女性執政,多元成家,選舉,黨產,兩岸統一,八卦,CCR,ISIS,靠北公司,頂新,薪水,韓國旅遊,馬英九,國軍,陳建仁,柯P,法官,選舉,仇女,男性,林鳳營,滅頂,柯文哲,經濟,大學,網友文,朱立倫,牛奶,肥宅,台南,閃靈,問卦,反中,蔡正元,王如玄,邱毅,秒買秒退,道歉,越南,總統,女友,正妹,演唱會,投票,聖誕節
20160101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20151231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
